target,v1_xgb_train,v1_xgb_val,v1_xgb_test,v1_xgb_auprc,v1_xgb_f1,v1_xgb_gap,v1_lgb_train,v1_lgb_val,v1_lgb_test,v1_lgb_gap,v2_xgb_train,v2_xgb_val,v2_xgb_test,v2_xgb_auprc,v2_xgb_f1,v2_xgb_gap,v2_clinical_threshold,v2_clinical_recall,v2_clinical_precision
death_next_24h,0.9772408423709508,0.8828521253290794,0.9274842691845194,0.2694018213453394,0.3463917525773196,0.09438871704187135,0.9962026484920848,0.8651898504154875,0.922402665527746,0.13101279807659738,0.9541943871085632,0.8935781271082571,0.9302147044758308,0.3019656610519856,0.3341006247944755,0.060616260000306066,0.6,0.742296918767507,0.0616948626416265
vent_next_24h,0.8947892248691853,0.7408536644740904,0.7533472558458285,0.1450146486464724,0.2062622713650924,0.15393556039509493,0.9332014481839468,0.7295952973930813,0.7433437058465426,0.20360615079086553,0.8153712758284646,0.740112218702091,0.7654885623650464,0.1420105298514507,0.2029367469879518,0.0752590571263736,0.4,0.8096392030156165,0.0456352819765677
pressor_next_24h,0.927326012198381,0.8152853253326224,0.8218925075849777,0.0835683593523609,0.1475241421820423,0.11204068686575852,0.9689106295308132,0.7952528376041049,0.806666857227522,0.17365779192670827,0.8861404715299328,0.8198316269070955,0.8272415458897542,0.0823825867696976,0.1488124896196645,0.06630884462283726,0.5,0.7041484716157205,0.0421389605723058
composite_next_24h,0.8675284692897322,0.763440835175015,0.785875872141512,0.2185169873022414,0.2676970043884755,0.10408763411471711,0.903940687394595,0.7579009058336816,0.7854418878386364,0.14603978156091335,0.8126572263457208,0.7642141704141325,0.7829849901380076,0.2045500268240251,0.2520386486671692,0.048443055931588264,0.4,0.8056078283778698,0.070178026949936
